age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
18,164300.6505,711,Salaried,20844.0543,12,0.126856053,0,0
20,68635.26226,736,Salaried,222711.2527,12,3.244284554,0,1
20,280591.3143,754,Unemployed,24422.48439,12,0.087035623,0,0
45,125079.1163,638,Self-Employed,69424.85923,12,0.554994321,0,0
31,342771.7572,676,Self-Employed,48916.00788,24,0.071351117,0,0
69,122967.3925,621,Salaried,56765.40496,12,0.461584692,0,0
47,,660,Contract,84207.18822,60,0.057972726,0,0
22,165468.6958,658,Contract,63687.5756,48,0.09621602,0,0
66,164912.769,630,Contract,34861.31901,12,0.211377098,0,0
32,102741.6162,533,Self-Employed,19513.13312,24,0.094951077,0,0
55,120329.2279,585,Self-Employed,6506.400426,48,0.013516566,0,0
31,205635.7581,900,Salaried,90776.6877,24,0.220709159,0,0
31,134160.0622,676,Self-Employed,24587.7376,24,0.091627635,0,0
66,83147.54576,506,Salaried,26650.57014,24,0.160237588,0,0
25,,608,Self-Employed,32424.50722,60,0.067989846,0,0
25,233959.8771,721,Salaried,16450.65267,48,0.017577596,1,0
36,265140.1867,479,Salaried,27756.79395,24,0.05234125,0,0
49,321086.2599,635,Self-Employed,53201.41625,48,0.041421445,0,0
48,128542.3001,701,Salaried,24638.66633,60,0.038331921,0,0
46,558605.2277,572,Contract,22442.99671,36,0.013391995,0,0
58,324747.2218,539,Salaried,20039.58423,48,0.015426494,0,0
28,158091.9411,748,Salaried,162267.7027,48,0.256583899,0,0
62,167592.7714,585,Salaried,24582.3372,24,0.07333424,0,0
30,256901.2896,552,Salaried,173777.8036,48,0.16910161,1,1
44,94491.18372,658,Salaried,45499.76079,60,0.096292546,0,0
36,59591.63724,619,Salaried,18808.8449,48,0.078891347,0,0
43,181810.5125,730,Salaried,12394.70323,48,0.017042311,0,0
68,175412.5158,732,Contract,25140.8613,12,0.143314412,0,0
54,92806.99465,680,Salaried,30007.21152,60,0.06465748,0,0
65,101961.2251,611,Salaried,35752.49921,36,0.116868911,0,0
26,313176.3539,688,Salaried,24003.40069,36,0.025547353,0,0
45,175844.2086,573,Salaried,9272.261035,12,0.052726379,0,0
49,52538.61389,635,Salaried,35591.7452,60,0.13545701,0,0
69,,669,Salaried,35637.71211,36,0.439370755,0,1
20,33675.74173,897,Salaried,55130.71445,36,0.545507175,0,1
68,483154.9077,459,Self-Employed,44789.03701,36,0.030899631,1,0
49,103370.3726,644,Contract,152647.4644,60,0.295306561,0,1
22,136063.1878,844,Salaried,18412.65835,24,0.067656193,0,0
25,878567.5023,611,Contract,183508.2906,36,0.01392462,0,0
31,82897.53063,675,Self-Employed,70780.3831,36,0.284568744,0,0
20,304006.4208,622,Unemployed,43592.90301,60,0.028677804,1,0
41,136172.7892,699,Salaried,38843.77105,36,0.095076137,0,0
30,297515.0402,461,Salaried,40959.82217,24,0.068833781,0,0
60,228498.3057,472,Salaried,127342.3008,12,0.557271588,0,1
46,40795.16082,714,Salaried,29104.11039,48,0.178302716,0,0
25,84960.30573,759,Self-Employed,52198.14865,48,0.153574003,0,0
68,85359.88744,751,Salaried,5689.904694,36,0.022216153,1,0
59,190251.1743,563,Unemployed,15690.05909,24,0.041232517,0,0
48,105483.8587,715,Self-Employed,37951.03171,36,0.11991318,0,0
43,195111.808,893,Contract,111720.2082,48,0.143140155,0,0
35,243765.7101,717,Salaried,85116.50571,36,0.116385409,0,0
35,540554.4557,595,Self-Employed,29129.44465,24,0.026943445,0,0
24,238927.2382,567,Salaried,59482.44108,48,0.062235949,0,0
65,154865.8257,622,Self-Employed,21453.58017,48,0.034629845,1,0
55,187539.2047,621,Salaried,28078.51874,12,0.149711215,0,0
65,49467.79882,653,Salaried,29323.87805,12,0.592643437,0,0
33,110624.2638,524,Contract,20779.46842,12,0.187817879,1,1
50,81471.70383,612,Salaried,34624.0118,24,0.212459732,1,0
68,348482.1589,441,Unemployed,52955.26676,36,0.050651511,0,1
20,274486.4385,678,Salaried,11223.82809,48,0.010222124,0,0
55,44713.07527,568,Salaried,56196.53265,12,1.256488274,0,1
21,256574.7486,683,Salaried,88539.81715,48,0.086266943,1,0
53,302630.036,591,Self-Employed,42991.15843,36,0.047350944,1,1
21,96059.45996,607,Salaried,15019.13883,12,0.156332992,1,0
59,288818.1106,608,Self-Employed,36793.13002,12,0.127386753,0,0
26,183617.138,594,Salaried,32637.02133,48,0.044433337,0,0
57,66375.78234,583,Salaried,26504.40278,24,0.199618076,1,1
68,,705,Self-Employed,190073.0185,12,3.128809977,0,1
34,967726.5826,614,Salaried,189987.9921,48,0.049080401,0,0
34,138454.5959,691,Salaried,13973.30701,48,0.025228661,0,0
50,209285.9309,900,Self-Employed,11852.67299,60,0.011326125,0,0
37,56780.22471,606,Salaried,137860.3353,48,0.606862717,1,1
31,539317.0202,660,Salaried,49324.56444,24,0.045727712,1,0
39,,827,Contract,15532.07776,24,0.026767388,0,0
69,181377.1228,696,Self-Employed,31414.94549,36,0.0577303,1,0
44,534639.5307,707,Salaried,278916.2124,60,0.104335701,0,0
60,57144.5491,590,Salaried,39078.18017,24,0.341852165,1,1
20,100895.1681,705,Contract,21901.47262,48,0.054261439,0,0
41,166871.2091,731,Salaried,44827.33706,36,0.089538341,0,0
47,106922.8719,681,Salaried,271667.6353,60,0.101619848,0,0
25,284563.911,553,Self-Employed,39740.54027,12,0.139648293,0,0
39,233242.6712,604,Salaried,18576.33447,36,0.02654657,0,0
42,378111.3749,628,Salaried,43721.82513,12,0.115628464,0,0
27,183762.9351,739,Self-Employed,61830.74724,12,0.336448206,0,0
66,80752.7376,652,Salaried,48567.54958,48,0.150336493,1,1
46,,700,Salaried,24490.22656,12,0.186541756,0,0
57,244263.4326,514,Salaried,17925.39123,36,0.024460628,0,0
18,129471.7047,736,Salaried,55018.36432,36,0.141635234,1,0
69,176204.8802,674,Self-Employed,25922.6198,24,0.073553169,0,0
38,118753.7497,517,Self-Employed,23755.20045,12,0.200017265,0,0
56,232868.8168,665,Contract,50262.71336,24,0.1079151,0,0
41,236349.8797,652,Self-Employed,12494.21705,36,0.017620181,1,0
26,868937.5392,597,Contract,13107.81229,48,0.003771166,0,0
61,52005.77101,486,Contract,21629.16467,48,0.103950843,0,1
43,203409.9071,562,Contract,95174.72154,48,0.116967148,0,0
26,697939.7432,763,Salaried,45610.58184,12,0.065349191,0,0
37,376081.1948,785,Salaried,62771.049,12,0.166902911,0,0
52,615829.7404,604,Self-Employed,13276.93261,24,0.0107795,0,0
53,77309.84034,629,Salaried,144345.3713,24,0.933406206,0,1
59,169341.2828,569,Contract,19343.56812,24,0.057110107,0,0
53,61608.04872,589,Salaried,82792.32201,48,0.335898477,0,1
26,89367.66285,646,Contract,93241.11123,60,0.208640553,1,1
39,435646.6562,726,Salaried,47273.47664,24,0.054255179,0,0
18,71908.44072,603,Salaried,17797.8316,48,0.061866388,0,0
22,131118.4345,790,Contract,163879.1348,48,0.062487071,0,0
26,84747.24469,734,Self-Employed,11907.65658,24,0.070243999,0,0
54,199156.5761,680,Unemployed,15103.59906,48,0.018958311,0,0
55,57835.14031,879,Salaried,40110.5997,60,0.1386779,0,0
36,163225.4492,999,Salaried,52491.794,48,0.080391776,0,0
25,307636.2516,559,Contract,86340.91541,36,0.093549386,0,0
59,127120.3606,703,Self-Employed,47475.98655,24,0.186718733,1,0
60,417567.633,611,Unemployed,15618.54464,36,0.012467518,0,0
49,231922.7204,588,Self-Employed,22796.50102,12,0.098288436,0,0
30,128005.4018,581,Salaried,12097.80183,12,0.094501229,1,1
37,99125.60511,648,Self-Employed,48979.08553,12,0.49405153,0,0
53,331440.2321,553,Salaried,11560.60972,12,0.03487866,0,0
60,130607.9885,606,Salaried,12067.84302,24,0.046194473,0,0
61,149446.0163,566,Self-Employed,108391.5561,36,0.241743599,0,1
54,709949.6837,567,Self-Employed,25167.69863,36,0.011816459,0,0
47,335009.7218,510,Contract,139263.1316,48,0.103920972,0,1
27,93518.27584,667,Salaried,19072.53328,36,0.067972761,0,0
48,173830.7196,680,Self-Employed,161827.4726,36,0.062058959,0,0
42,325948.9908,624,Salaried,1437567.796,12,0.882048979,0,1
46,103093.243,545,Salaried,17990.50733,48,0.043621708,0,0
41,441785.1441,900,Self-Employed,19618.01774,48,0.011101259,0,0
56,222377.6858,583,Self-Employed,84325.48124,24,0.189589461,0,0
38,808372.4002,698,Unemployed,71585.9671,24,0.044277182,1,0
58,134297.9387,611,Self-Employed,49683.19407,36,0.123304834,0,0
26,244262.0048,464,Salaried,25125.36981,36,0.034285774,0,0
59,98407.89625,610,Salaried,21734.63831,48,0.055208955,0,0
59,152915.7513,685,Salaried,29742.22033,36,0.064828479,0,0
19,107722.9451,636,Salaried,32495.25049,12,0.301622194,0,0
21,335222.859,697,Salaried,132836.9415,12,0.396250384,0,0
25,51747.54738,653,Salaried,38228.32559,24,0.369287673,0,0
49,22500.41563,677,Salaried,14527.10865,36,0.215097732,0,0
31,199062.0535,795,Contract,51842.20975,36,0.086805569,0,0
66,170983.1926,462,Contract,99119.62093,60,0.11593264,0,0
30,95034.36029,503,Salaried,85720.44459,48,0.225470087,0,1
38,175247.8414,577,Salaried,79132.05254,48,0.112878187,0,0
41,41487.78035,461,Self-Employed,43215.58078,36,0.347114936,0,1
67,489116.437,651,Salaried,30640.30687,48,0.015660665,1,0
35,93917.84973,636,Salaried,23297.63136,60,0.049606449,0,0
62,337495.7096,724,Self-Employed,65772.60108,24,0.097438665,0,0
57,72741.15681,570,Salaried,17689.56309,48,0.060786239,0,1
43,63343.72853,467,Salaried,13842.4563,12,0.21848784,1,1
49,84313.43401,841,Self-Employed,84373.26195,48,0.250141796,0,0
61,167588.3459,551,Salaried,276111.9601,60,0.329488533,0,1
50,306487.5786,599,Salaried,98701.53656,36,0.107342765,0,0
69,490158.2545,433,Salaried,9103.869166,48,0.004643218,0,0
48,345190.9477,359,Salaried,25279.51908,60,0.014646178,1,0
35,60633.36684,741,Salaried,63766.33025,48,0.26286563,0,0
52,141869.1018,789,Salaried,19282.93715,24,0.067954565,0,0
29,114982.6888,615,Salaried,337742.5979,36,0.979009267,0,1
68,153648.4927,630,Salaried,14624.14616,36,0.031723934,0,0
42,212465.5263,436,Self-Employed,40064.93958,12,0.188560834,1,1
62,94808.83308,769,Salaried,111341.5019,24,0.587115185,0,1
48,647187.1624,520,Salaried,22341.79439,36,0.011506914,1,1
27,120728.6598,553,Self-Employed,12504.5537,48,0.025891348,1,1
64,274841.4995,581,Self-Employed,16788.79342,60,0.01221654,1,1
69,58575.44899,698,Salaried,51131.14719,60,0.174546419,0,0
51,650093.131,632,Unemployed,84123.20385,60,0.025879877,0,0
68,260450.0543,660,Salaried,132978.9468,60,0.102110035,0,0
20,132147.8795,547,Self-Employed,55583.94435,36,0.140193692,0,1
63,208626.5654,518,Salaried,30201.49442,60,0.028951018,0,0
56,220159.2991,768,Salaried,109735.0283,24,0.249203753,1,0
25,186265.8161,693,Contract,20054.02773,36,0.035885518,1,0
49,134360.7101,731,Salaried,83536.41632,60,0.024867078,1,0
60,67412.86376,595,Contract,10629.96085,12,0.157656393,0,0
46,491363.6214,571,Salaried,30721.46019,12,0.062521336,1,0
39,185673.5414,438,Salaried,45727.13864,36,0.082087057,0,0
37,95301.02056,654,Unemployed,26664.09186,12,0.279752879,0,0
23,134460.9084,999,Self-Employed,96662.87309,12,0.718827861,0,1
60,368836.6834,765,Salaried,20815.09961,36,0.018810875,0,0
66,385432.0759,639,Salaried,158543.1995,60,0.082265215,0,0
46,133313.4111,562,Contract,132955.9038,12,0.997228531,0,1
59,110772.2454,647,Salaried,64533.78189,36,0.194172561,0,0
34,115846.1877,703,Contract,215099.0078,24,0.928285743,0,1
48,336769.7966,729,Salaried,67444.99759,24,0.100131596,0,0
51,403906.512,714,Salaried,72440.88697,48,0.044836325,0,0
55,135987.1355,647,Salaried,91466.87977,48,0.168138715,1,1
54,254430.3116,604,Contract,12194.53988,48,0.011981635,0,0
21,129625.1258,681,Contract,42674.83456,12,0.32918683,0,0
19,62756.61235,530,Salaried,95533.30511,24,0.760995835,0,1
29,248697.7087,667,Self-Employed,54684.87938,12,0.219874325,0,0
52,145441.7413,454,Contract,38704.64883,36,0.088698644,1,1
23,147772.9749,778,Salaried,37891.14789,12,0.256393777,0,0
63,285291.5395,647,Salaried,35946.72607,12,0.125994673,0,0
25,63864.13234,625,Self-Employed,49622.23574,48,0.194212744,1,0
38,36747.96875,616,Salaried,38647.75482,12,1.051354398,0,1
63,,542,Salaried,34273.23106,36,0.054291284,0,0
52,532133.8012,781,Salaried,10677.47896,60,0.00401299,1,0
65,320109.0526,642,Unemployed,25725.75549,60,0.016072517,0,0
32,95433.6269,657,Salaried,19156.31983,12,0.200704008,0,0
24,197769.7207,631,Salaried,55709.46998,48,0.07041787,0,0
32,,834,Self-Employed,20988.74641,12,0.089844705,0,0
62,242165.9722,646,Salaried,25189.05084,24,0.052005248,0,0
23,107380.5409,588,Self-Employed,67736.39631,36,0.210245503,0,1
64,106698.069,649,Salaried,33053.74856,60,0.061950571,0,0
34,32002.35379,598,Self-Employed,55399.8855,36,0.576823403,0,1
21,190274.483,738,Salaried,289075.941,12,0.303832344,0,0
39,277822.8774,454,Salaried,64882.3314,60,0.046705678,0,0
49,321392.921,638,Salaried,34891.24777,12,0.108558536,0,0
39,74982.05485,700,Self-Employed,28255.08153,36,0.125588095,0,0
44,155569.0875,856,Self-Employed,39675.24996,12,0.255013322,0,0
63,152625.2859,583,Salaried,22768.32472,12,0.149166205,0,0
32,89143.66055,623,Salaried,13092.29444,60,0.029369519,0,0
61,336333.1925,674,Contract,28947.41235,60,0.017212919,0,0
68,162357.0561,772,Unemployed,76585.1213,12,0.471673132,0,0
39,114125.0817,594,Salaried,74331.88572,48,0.162812744,0,1
45,359865.678,593,Salaried,31246.96644,12,0.086826631,0,0
59,,446,Salaried,32058.35747,48,0.031906521,1,1
55,101212.4685,439,Contract,124020.0434,12,1.225198267,0,1
26,47973.20545,662,Unemployed,46299.89197,24,0.482439239,0,1
51,94579.85051,583,Self-Employed,18125.32235,24,0.095808055,0,0
53,174937.3203,755,Salaried,10510.74095,24,0.030039388,1,0
26,113669.5129,551,Salaried,16285.78653,24,0.071629002,0,0
32,70962.83241,800,Unemployed,95108.46733,12,1.340030883,0,1
62,136421.7405,612,Salaried,18201.26426,60,0.026681471,0,0
37,48897.49072,730,Salaried,13084.924,36,0.089177811,1,0
25,239147.1602,624,Salaried,16459.30801,48,0.017205392,1,0
45,701979.9894,533,Self-Employed,53215.87821,12,0.075806959,0,0
68,246749.2583,625,Self-Employed,33926.86693,24,0.068744314,0,0
36,401548.915,496,Self-Employed,11192.19286,60,0.005574344,0,0
33,102256.9615,666,Salaried,30042.00263,60,0.058750968,1,0
28,126187.0283,700,Contract,7206.651907,12,0.057105447,0,0
59,70182.99226,703,Salaried,36986.04498,48,0.131726081,0,0
25,244731.4674,890,Salaried,53630.33216,24,0.109564379,0,0
50,335222.1001,619,Salaried,103744.3994,48,0.077367129,0,0
27,104418.0811,776,Salaried,39133.23619,36,0.124910485,0,0
35,187503.7993,576,Salaried,160372.8008,24,0.427624769,1,1
52,57074.0937,583,Salaried,42315.99579,12,0.741266271,1,1
60,143924.1114,617,Salaried,35722.55198,60,0.049636678,0,0
67,89596.66304,607,Salaried,24213.7335,12,0.270216435,0,0
20,177707.8877,777,Salaried,17649.13695,24,0.049654367,1,0
57,245855.4269,759,Self-Employed,18237.72885,60,0.014835417,0,0
44,83292.15068,630,Self-Employed,258560.5434,48,0.155190673,0,0
45,63058.19202,999,Salaried,18529.15195,48,0.07344655,1,0
63,152466.4049,668,Self-Employed,106277.3878,60,0.139399921,0,0
23,155173.3072,729,Salaried,7220.592752,48,0.011632211,0,0
64,149060.6554,545,Unemployed,17392.28252,60,0.023333968,0,0
31,66902.13984,646,Self-Employed,30241.76407,60,0.090389757,0,0
24,67539.95236,999,Salaried,48344.59016,24,0.357832664,0,0
27,,615,Salaried,61122.60597,36,0.106028429,0,0
32,45486.66492,635,Self-Employed,31317.00235,24,0.344152981,0,0
48,68728.31599,714,Salaried,17363.56432,24,0.126298258,1,0
46,537750.7709,735,Salaried,38526.90574,12,0.07164294,1,0
59,109464.4118,500,Salaried,65832.70338,12,0.601341442,0,1
34,58305.70528,725,Salaried,11367.61822,48,0.048731419,1,0
68,65243.45174,691,Self-Employed,119784.0572,36,0.611872541,0,1
46,375391.4463,717,Salaried,27512.52016,24,0.036643937,0,0
66,97836.39468,726,Unemployed,17266.51318,12,0.176461895,0,0
61,140787.8604,589,Salaried,56930.76874,60,0.080867649,1,1
32,115410.2537,570,Contract,42305.31006,36,0.122175487,1,1
43,,590,Salaried,21908.96833,12,0.385514323,0,1
29,54322.42557,547,Salaried,55144.12142,24,0.507451039,1,1
42,216240.344,647,Salaried,44284.64294,12,0.204782256,0,0
58,68852.02899,774,Salaried,12562.91777,48,0.045607692,0,0
22,768015.5937,806,Unemployed,65592.79342,12,0.085404215,0,0
21,56047.69328,724,Self-Employed,26387.52331,36,0.156901342,1,0
61,69723.58615,534,Salaried,7567.796786,48,0.027130326,0,0
65,223149.8788,640,Salaried,94576.78997,36,0.14126784,1,0
58,177478.6756,713,Salaried,52070.06713,24,0.146683951,0,0
48,399722.0695,460,Contract,29501.85453,60,0.014760741,0,0
20,223280.605,508,Salaried,57259.99571,36,0.085478268,0,0
20,359974.4538,698,Unemployed,69923.63968,12,0.194239641,0,0
43,498812.6472,578,Contract,6339.222441,48,0.00317708,0,0
67,130698.4134,705,Salaried,9323.104859,12,0.071326412,1,0
34,42762.30212,705,Salaried,250144.6006,36,1.949337088,0,1
27,450992.6626,619,Self-Employed,14715.49508,12,0.032628255,1,0
19,312962.2876,569,Salaried,19809.23326,48,0.015823371,0,0
41,234060.7439,706,Self-Employed,323178.976,12,1.380677522,0,1
28,453478.6278,592,Salaried,21521.33435,60,0.009491413,0,0
41,,620,Salaried,47739.3386,60,0.062062634,0,0
52,107012.8869,604,Salaried,11158.37571,60,0.020851927,0,0
40,348903.4696,753,Contract,31413.44486,24,0.045015839,0,0
49,195733.1363,662,Salaried,32785.59618,48,0.041872811,0,0
40,138994.2162,639,Unemployed,144034.6222,48,0.259043491,1,1
51,472315.1919,677,Salaried,32997.05533,36,0.023286863,0,0
58,414729.9731,646,Salaried,56219.48362,12,0.135552915,0,0
36,109750.1485,816,Salaried,13648.21236,48,0.031085881,0,0
19,58528.5366,531,Unemployed,9607.388661,12,0.164115145,0,1
68,82489.2649,690,Self-Employed,38648.56611,24,0.234230143,0,0
19,107754.1601,782,Salaried,18472.0577,60,0.034281741,0,0
32,115550.031,570,Self-Employed,5851.724553,36,0.016879029,0,0
38,196866.1423,724,Salaried,28169.62777,24,0.07154077,0,0
52,1374143.471,532,Salaried,17565.02843,48,0.003195604,1,0
22,330706.9305,664,Salaried,19884.00431,36,0.020041192,0,0
60,382677.8219,774,Contract,8337.92234,36,0.007262559,0,0
44,159429.144,568,Contract,35006.94581,48,0.054890076,0,0
41,190977.5992,615,Salaried,13377.19212,12,0.070041469,0,0
24,233106.0271,501,Self-Employed,19613.65048,24,0.042068069,0,0
23,378994.4929,691,Contract,24507.19455,36,0.021553892,0,0
63,321528.9686,673,Salaried,25773.91015,24,0.040078734,0,0
50,266613.2736,708,Contract,373486.7742,12,0.280158568,1,1
66,103851.1077,599,Salaried,26687.5629,24,0.128474699,1,1
34,49404.89514,667,Salaried,25008.83318,24,0.253039301,0,0
63,375623.6688,609,Salaried,33492.64653,60,0.017832517,0,0
59,,634,Contract,367987.0094,48,0.067718766,0,0
47,104636.8441,783,Salaried,52939.78879,60,0.10117606,0,0
25,780411.0774,618,Self-Employed,32678.6132,12,0.041872946,1,0
57,90127.33724,999,Salaried,58937.74287,60,0.130770304,1,0
63,158801.646,722,Salaried,30421.65014,60,0.038311129,0,0
24,137166.0567,739,Salaried,95753.53948,36,0.232674578,0,0
23,100991.34,583,Salaried,31072.39805,60,0.061527466,0,0
21,113610.3061,749,Unemployed,19150.80455,60,0.033709586,0,0
18,105354.6447,635,Contract,43627.30027,24,0.207026144,0,0
32,,644,Salaried,37860.86485,12,0.385953494,0,0
48,240415.5591,752,Self-Employed,18415.89258,60,0.015319286,0,0
42,296393.8809,502,Self-Employed,161214.0809,36,0.181298788,0,0
64,104513.4033,641,Salaried,47435.43896,60,0.090763465,1,1
50,114627.79,643,Self-Employed,294092.7978,24,1.282682033,0,1
69,212245.794,722,Contract,36264.31448,36,0.056950111,0,0
52,192748.9277,480,Salaried,24065.32313,24,0.062422721,0,0
22,178432.469,622,Self-Employed,15035.49762,48,0.021064673,0,0
22,187147.7793,584,Self-Employed,40549.79003,60,0.043331735,0,0
53,249205.1112,519,Self-Employed,309316.6308,12,1.241153263,0,1
34,352346.8693,702,Salaried,14741.77235,48,0.010459345,0,0
69,110768.6367,669,Self-Employed,11666.75228,24,0.052657001,0,0
31,206147.9588,504,Salaried,51275.28249,48,0.062179003,0,0
46,115729.6256,632,Salaried,48938.66838,24,0.211413431,0,0
25,40542.54591,999,Self-Employed,51886.56936,24,0.639713356,0,1
51,86915.24553,618,Self-Employed,40259.99913,24,0.23157296,1,0
57,569340.0509,667,Salaried,101992.9398,48,0.044784655,0,0
18,332952.9702,586,Self-Employed,36820.47062,36,0.036861206,0,0
46,39861.12073,764,Salaried,37190.65235,12,0.932724895,0,1
53,100243.4834,442,Salaried,55647.02483,12,0.555052182,0,1
68,144394.7334,746,Salaried,40497.92126,24,0.140221721,0,0
54,166858.2105,737,Self-Employed,10080.16971,12,0.060407245,0,0
46,109833.4997,595,Salaried,23011.50268,12,0.209489717,1,1
22,282409.3401,533,Contract,95425.78661,24,0.168942238,0,0
49,473237.8624,716,Self-Employed,114992.3887,48,0.060746129,1,0
69,359377.5673,575,Salaried,30010.37553,60,0.016700749,0,0
41,,655,Salaried,33477.40895,48,0.075408529,0,0
36,62292.70551,999,Self-Employed,61469.61889,12,0.986596733,1,1
29,248232.6892,683,Salaried,64864.87804,36,0.087098041,0,0
69,57452.62979,712,Self-Employed,42574.8973,48,0.185222186,1,0
18,272127.5313,821,Salaried,40134.35055,48,0.036869277,0,0
24,441794.5415,598,Salaried,169216.2349,24,0.1915049,0,0
34,233776.9262,740,Salaried,20297.81191,48,0.021705275,0,0
51,76424.36707,467,Salaried,32021.78733,36,0.139644642,1,1
60,81932.68804,629,Contract,23845.07717,12,0.290989907,0,0
24,170402.6532,680,Salaried,9904.369512,24,0.029059618,0,0
34,564517.7182,402,Salaried,11439.49452,48,0.00506594,0,0
20,179686.501,583,Salaried,12649.936,48,0.017598833,1,1
46,74436.37598,630,Salaried,12894.0396,36,0.057731457,0,0
39,150443.0178,679,Self-Employed,117903.6506,60,0.156729436,0,0
55,713768.2546,621,Self-Employed,345379.9927,60,0.09677488,0,0
60,57980.91498,577,Contract,232057.6943,24,2.000741767,0,1
46,420097.0432,592,Salaried,45575.02728,60,0.021696761,0,0
67,128901.4252,900,Salaried,39891.99303,36,0.103149311,0,0
67,228392.0604,750,Salaried,38747.64236,12,0.169645156,0,0
59,312533.1191,662,Contract,77379.30024,24,0.123789008,0,0
22,96633.29831,728,Self-Employed,74894.04674,12,0.774937302,0,1
47,370187.92,682,Salaried,36243.46602,24,0.048951207,1,0
40,229772.1359,745,Salaried,229107.8129,36,0.332352234,0,1
38,427310.6416,499,Salaried,60168.97362,48,0.035201138,0,0
43,215990.3215,604,Contract,62130.52327,24,0.14381911,0,0
64,623920.5567,547,Self-Employed,57338.4958,36,0.030632849,0,0
38,51421.94176,683,Salaried,37630.69447,60,0.14632631,1,1
37,266009.8642,516,Unemployed,41197.42468,24,0.077432404,0,0
40,198377.0671,863,Salaried,10634.2387,60,0.010720589,0,0
21,77234.16134,699,Salaried,50337.25896,12,0.651647384,0,0
38,405579.0525,642,Contract,16520.68238,12,0.040732364,0,0
38,75428.32899,487,Salaried,37747.81009,48,0.125091614,0,0
18,268884.6941,722,Self-Employed,35722.57027,48,0.033212169,0,0
32,123844.6757,667,Self-Employed,6613.48804,36,0.017798766,1,0
34,807116.9739,512,Contract,26167.63818,36,0.01080688,0,0
68,253818.7306,563,Salaried,114453.6362,36,0.150301786,0,1
31,258321.7333,505,Salaried,65357.0137,36,0.0843315,0,0
36,520220.139,651,Unemployed,39988.20505,12,0.07686608,0,0
67,166275.6676,689,Salaried,114560.0338,60,0.137785364,0,0
51,235626.5394,562,Salaried,33996.57127,24,0.07213712,1,1
23,65561.28562,462,Salaried,29969.66099,24,0.228520355,0,1
62,169375.3403,750,Self-Employed,221646.0959,60,0.26170326,0,0
66,174155.5606,537,Self-Employed,33708.97691,12,0.193543372,0,0
23,43724.71469,603,Self-Employed,30957.27121,48,0.176952427,0,0
22,226254.0432,694,Contract,42194.38655,48,0.046620326,0,0
24,429892.5373,488,Salaried,130039.0644,24,0.151241791,1,1
50,302109.6868,591,Salaried,20353.51322,36,0.022456198,1,1
30,403861.724,514,Self-Employed,13213.30465,60,0.006543285,0,0
68,265723.608,597,Salaried,188029.9142,24,0.353791341,0,0
18,170202.8821,669,Self-Employed,15592.30017,60,0.018320725,0,0
30,45954.44685,650,Unemployed,29152.85468,24,0.317110161,0,1
60,88621.70022,492,Salaried,46606.1874,48,0.131457299,0,0
44,174929.883,780,Salaried,4877.926407,24,0.013941563,0,0
24,111079.2082,544,Salaried,61333.12501,48,0.138024255,0,0
69,85908.66405,657,Salaried,15592.70041,12,0.181477885,0,0
20,1087387.79,487,Salaried,44120.75515,48,0.010143637,0,0
42,445999.1963,626,Salaried,24854.80295,60,0.011145372,0,0
50,752604.1186,709,Salaried,49083.86908,24,0.032608835,0,0
57,112842.4911,641,Self-Employed,33672.98811,24,0.14918763,1,0
34,153451.9553,523,Salaried,16970.24156,48,0.027645322,0,0
62,123726.2578,664,Contract,202944.759,36,0.546704424,0,1
31,42832.01902,738,Salaried,6955.607961,24,0.081173617,1,0
54,219566.3945,678,Self-Employed,61781.07775,36,0.093787427,1,0
40,117709.0808,735,Unemployed,40365.27053,48,0.085722265,0,0
41,,694,Salaried,91306.17027,48,0.200264805,0,0
46,94763.4547,552,Contract,10343.19504,24,0.054566845,0,0
55,156033.5812,863,Self-Employed,12237.24201,12,0.078420945,1,0
44,280514.0281,846,Self-Employed,103146.0161,48,0.091921966,0,0
55,84251.09651,726,Contract,48484.80943,48,0.143849477,0,0
57,127984.6351,673,Contract,61887.75072,60,0.096702153,0,0
62,136084.1014,726,Salaried,48397.5753,12,0.355613238,0,0
67,148170.8535,814,Salaried,28661.59813,12,0.193420476,0,0
40,90833.51009,495,Self-Employed,24686.85456,36,0.090581819,1,0
48,237676.8453,460,Salaried,10072.04165,24,0.021187451,0,0
53,164230.2571,655,Self-Employed,10143.41824,36,0.020586294,0,0
34,134473.7681,639,Contract,43918.3833,12,0.326565286,0,0
54,216334.1933,722,Salaried,39397.02169,60,0.036420351,0,0
20,149273.2146,629,Contract,19267.10605,12,0.129062386,0,0
53,91262.59443,900,Salaried,104894.8592,60,0.229844591,1,1
22,197893.1817,568,Self-Employed,59814.08514,60,0.060447215,0,0
63,178039.4516,832,Salaried,31238.73459,12,0.175447795,0,0
32,41838.56947,884,Self-Employed,49900.37164,48,0.298086575,0,1
69,326403.9702,803,Self-Employed,25930.37648,24,0.039719834,0,0
66,68050.4092,683,Salaried,38143.5071,36,0.186806528,0,0
23,163025.9523,529,Self-Employed,31871.66622,48,0.048871545,0,0
27,123421.9631,600,Salaried,30081.93038,48,0.060927174,0,0
49,183582.5066,532,Contract,116997.1711,12,0.637258561,0,1
40,113787.0647,662,Contract,41620.57745,12,0.36573743,0,0
65,199238.7144,646,Unemployed,14451.25702,36,0.024176002,0,0
